name,dataset,nGen,Npos-Nneg/Ntotal,XS,weight,boosted_dataset,globalTag,isData,usedGenerator,
,,,,,,,,
ttHbb,/ttHTobb_M125_13TeV_powheg_pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM,3933404,1,0.2934,0.00007459,/ttHTobb_M125_13TeV_powheg_pythia8/hmildner-Boostedv3MiniAOD-48d296d5134b571af584b706fd9b3b0a/USER,74X_mcRun2_asymptotic_v4,FALSE,POWHEG
ttHnonbb,/ttHToNonbb_M125_13TeV_powheg_pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM,3913550,1,0.2151,0.00005496,/ttHToNonbb_M125_13TeV_powheg_pythia8/hmildner-Boostedv3MiniAOD-48d296d5134b571af584b706fd9b3b0a/USER,74X_mcRun2_asymptotic_v4,FALSE,POWHEG
st_tchan,/ST_t-channel_top_4f_leptonDecays_13TeV-powheg-pythia8_TuneCUETP8M1/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM,3299800,1,45.3,0.0137281047,/ST_t-channel_top_4f_leptonDecays_13TeV-powheg-pythia8_TuneCUETP8M1/hmildner-Boostedv3MiniAOD-48d296d5134b571af584b706fd9b3b0a/USER,74X_mcRun2_asymptotic_v4,FALSE,POWHEG
stbar_tchan,/ST_t-channel_antitop_4f_leptonDecays_13TeV-powheg-pythia8_TuneCUETP8M1/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM,1680200,1,27,0.0160695155,/ST_t-channel_antitop_4f_leptonDecays_13TeV-powheg-pythia8_TuneCUETP8M1/hmildner-Boostedv3MiniAOD-48d296d5134b571af584b706fd9b3b0a/USER,74X_mcRun2_asymptotic_v4,FALSE,POWHEG
st_tWchan,/ST_tW_top_5f_inclusiveDecays_13TeV-powheg-pythia8_TuneCUETP8M1/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v2/MINIAODSIM,995600,1,35.9,0.03605866,/ST_tW_top_5f_inclusiveDecays_13TeV-powheg-pythia8_TuneCUETP8M1/hmildner-Boostedv3MiniAOD-48d296d5134b571af584b706fd9b3b0a/USER,74X_mcRun2_asymptotic_v4,FALSE,POWHEG
stbar_tWchan,/ST_tW_antitop_5f_inclusiveDecays_13TeV-powheg-pythia8_TuneCUETP8M1/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM,988500,1,35.9,0.03631765,/ST_tW_antitop_5f_inclusiveDecays_13TeV-powheg-pythia8_TuneCUETP8M1/hmildner-Boostedv3MiniAOD-48d296d5134b571af584b706fd9b3b0a/USER,74X_mcRun2_asymptotic_v4,FALSE,POWHEG
st_schan,/ST_s-channel_4f_leptonDecays_13TeV-amcatnlo-pythia8_TuneCUETP8M1/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM,984400,0.6231,3.44,0.0056082722,/ST_s-channel_4f_leptonDecays_13TeV-amcatnlo-pythia8_TuneCUETP8M1/hmildner-Boostedv3MiniAOD-48d296d5134b571af584b706fd9b3b0a/USER,74X_mcRun2_asymptotic_v4,FALSE,aMC
ttbar,"/TT_TuneCUETP8M1_13TeV-powheg-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM, /TT_TuneCUETP8M1_13TeV-powheg-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2_ext3-v1/MINIAODSIM, ",116591749,1,831.76,0.00713395,/TT_TuneCUETP8M1_13TeV-powheg-pythia8/hmildner-Boostedv3MiniAOD-48d296d5134b571af584b706fd9b3b0a/USER,74X_mcRun2_asymptotic_v4,FALSE,POWHEG
WJets-HT-100-200,/WJetsToLNu_HT-100To200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM,10152718,1,1345,0.13247684,/WJetsToLNu_HT-100To200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/hmildner-Boostedv3MiniAOD-48d296d5134b571af584b706fd9b3b0a/USER,74X_mcRun2_asymptotic_v4,FALSE,MadGraph
WJets-HT-200-400,/WJetsToLNu_HT-200To400_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM,5221599,1,359.7,0.06888694,/WJetsToLNu_HT-200To400_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/hmildner-Boostedv3MiniAOD-48d296d5134b571af584b706fd9b3b0a/USER,74X_mcRun2_asymptotic_v4,FALSE,MadGraph
WJets-HT-400-600,/WJetsToLNu_HT-400To600_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM,1745914,1,48.91,0.02801398,/WJetsToLNu_HT-400To600_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/hmildner-Boostedv3MiniAOD-48d296d5134b571af584b706fd9b3b0a/USER,74X_mcRun2_asymptotic_v4,FALSE,MadGraph
WJets-HT-600-800,/WJetsToLNu_HT-600To800_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM,4041997,1,12.05,0.0029812,/WJetsToLNu_HT-600To800_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/hmildner-Boostedv3MiniAOD-48d296d5134b571af584b706fd9b3b0a/USER,74X_mcRun2_asymptotic_v4,FALSE,MadGraph
WJets-HT-800-1200,/WJetsToLNu_HT-800To1200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM,1574633,1,5.501,0.00349351,/WJetsToLNu_HT-800To1200_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/hmildner-Boostedv3MiniAOD-48d296d5134b571af584b706fd9b3b0a/USER,74X_mcRun2_asymptotic_v4,FALSE,MadGraph
WJets-HT-1200-2500,/WJetsToLNu_HT-1200To2500_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM,255637,1,1.329,0.00519878,/WJetsToLNu_HT-1200To2500_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/hmildner-Boostedv3MiniAOD-48d296d5134b571af584b706fd9b3b0a/USER,74X_mcRun2_asymptotic_v4,FALSE,MadGraph
WJets-HT-2500-Inf,/WJetsToLNu_HT-2500ToInf_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/RunIISpring15MiniAODv2-74X_mcRun2_asymptotic_v2-v1/MINIAODSIM,253036,1,0.03216,0.0001271,/WJetsToLNu_HT-2500ToInf_TuneCUETP8M1_13TeV-madgraphMLM-pythia8/hmildner-Boostedv3MiniAOD-48d296d5134b571af584b706fd9b3b0a/USER,74X_mcRun2_asymptotic_v4,FALSE,MadGraph
mu_reminiaod,/SingleMuon/Run2015D-05Oct2015-v1/MINIAOD,,,,1,/SingleMuon/hmildner-Boostedv3reMiniAODsilver-0aa107a76366aadf4b88f3ad01364d10/USER,74X_dataRun2_v5,TRUE
mu_prompt,/SingleMuon/Run2015D-PromptReco-v4/MINIAOD,,,,1,/SingleMuon/hmildner-Boostedv3MiniAODsilver-0aa107a76366aadf4b88f3ad01364d10/USER,74X_dataRun2_v5,TRUE
el_reminiaod,/SingleElectron/Run2015D-05Oct2015-v1/MINIAOD,,,,1,/SingleElectron/hmildner-Boostedv3reMiniAODsilver-0aa107a76366aadf4b88f3ad01364d10/USER,74X_dataRun2_v5,TRUE
el_prompt,/SingleElectron/Run2015D-PromptReco-v4/MINIAOD,,,,1,/SingleElectron/hmildner-Boostedv3MiniAODsilver-0aa107a76366aadf4b88f3ad01364d10/USER,74X_dataRun2_v5,TRUE
