,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Zjets_m50toInf,/DYJetsToLL_M-50_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8/RunIIFall15DR76-25nsFlat10to25TSG_HCALDebug_76X_mcRun2_asymptotic_v11-v1/MINIAODSIM,4998241,0,6025.2,0.0,none,76X_mcRun2_asymptotic_v11,FALSE,amcatnlo
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
ttHbb,/ttHTobb_M125_13TeV_powheg_pythia8/RunIIFall15DR76-25nsFlat10to25TSG_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,199180,1,0.2934,0.00147303946179,none,76X_mcRun2_asymptotic_v12,FALSE,PowhegBoxV2
,,,,,,,,,
ttbar_powpyt,/TT_TuneCUETP8M1_13TeV-powheg-pythia8/RunIIFall15DR76-25nsFlat10to25TSG_76X_mcRun2_asymptotic_v11_ext3-v1/MINIAODSIM,3999194,1,831.76,0.207981908355,none,76X_mcRun2_asymptotic_v11,FALSE,powhegv2
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
ttHnonbb,/ttHToNonbb_M125_13TeV_powheg_pythia8/RunIIFall15DR76-25nsFlat10to25TSG_76X_mcRun2_asymptotic_v12-v1/MINIAODSIM,199012,1,0.2151,0.00108083934637,none,76X_mcRun2_asymptotic_v12,FALSE,PowhegBoxV2
